         1462369 function calls (1438706 primitive calls) in 1.476 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 selectn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 _tzpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 objects.py:149(VariableOffsetWindowIndexer)
       49    0.000    0.000    0.000    0.000 warnings.py:505(__exit__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1661(FigureCanvasBase)
      141    0.000    0.000    0.000    0.000 typing.py:971(__hash__)
       49    0.000    0.000    0.000    0.000 docscrape.py:111(is_unindented)
        1    0.000    0.000    0.000    0.000 numeric.py:2231(identity)
        9    0.000    0.000    0.000    0.000 pathlib.py:719(__truediv__)
      133    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core.py:4464(_generateDefaultName)
       27    0.000    0.000    0.000    0.000 typing.py:1442(__mro_entries__)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        1    0.000    0.000    0.000    0.000 storagepath.py:1(<module>)
       92    0.000    0.000    0.000    0.000 accessor.py:141(<lambda>)
       48    0.000    0.000    0.000    0.000 getlimits.py:103(_float_conv)
        4    0.000    0.000    0.000    0.000 _strptime.py:27(_getlang)
      195    0.000    0.000    0.000    0.000 typing.py:1629(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 geo.py:301(HammerAxes)
        1    0.000    0.000    0.000    0.000 transforms.py:208(BboxBase)
        9    0.000    0.000    0.000    0.000 accessor.py:148(_map_and_wrap)
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
      156    0.000    0.000    0.000    0.000 core.py:2025(__hash__)
        1    0.000    0.000    0.000    0.000 music_controller.py:17(MusicController)
      431    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:1627(__xor__)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:41(_wrapit)
        1    0.000    0.000    0.000    0.000 Image.py:138(Transpose)
        1    0.000    0.000    0.000    0.000 patches.py:2004(Arc)
        1    0.000    0.000    0.000    0.000 geo.py:346(MollweideAxes)
        2    0.000    0.000    0.000    0.000 <frozen os>:1143(add_dll_directory)
        1    0.000    0.000    0.000    0.000 _utils_impl.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 argparse.py:1502(add_argument_group)
        9    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
        6    0.000    0.000    0.000    0.000 nanops.py:103(__call__)
        8    0.000    0.000    0.000    0.000 rcsetup.py:223(_validate_marker)
       20    0.000    0.000    0.000    0.000 __init__.py:62(_process_keys)
        1    0.000    0.000    0.000    0.000 _ufunclike_impl.py:1(<module>)
      222    0.000    0.000    0.000    0.000 patches.py:2346(<genexpr>)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:38(DtypeKind)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        4    0.000    0.000    0.000    0.000 missing.py:913(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 unicode.py:213(Chinese)
        1    0.000    0.000    0.000    0.000 __init__.py:590(get_data_path)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
      175    0.000    0.000    0.000    0.000 helpers.py:213(<lambda>)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertAxes)
      214    0.000    0.000    0.000    0.000 _decorators.py:316(<lambda>)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _normalize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1906(Helper)
        2    0.000    0.000    0.000    0.000 <frozen os>:717(__setitem__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:222(is_python_build)
        4    0.000    0.000    0.000    0.000 _parser.py:996(parse_template)
        2    0.000    0.000    0.000    0.000 sysconfig.py:110(_getuserbase)
        1    0.000    0.000    0.000    0.000 tokenize.py:360(detect_encoding)
        2    0.000    0.000    0.000    0.000 textwrap.py:157(_split)
      421    0.000    0.000    0.000    0.000 enum.py:819(<genexpr>)
       30    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 _linalg.py:102(EigResult)
        9    0.000    0.000    0.000    0.000 overrides.py:29(finalize_array_function_like)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
      130    0.000    0.000    0.000    0.000 unicode.py:105(<genexpr>)
        1    0.000    0.000    0.000    0.000 docstrings.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:265(get_aliased_and_aliases)
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
        4    0.000    0.000    0.000    0.000 locale.py:582(getlocale)
        1    0.000    0.000    0.000    0.000 table.py:39(Cell)
        1    0.000    0.000    0.000    0.000 calendar.py:77(Day)
        1    0.000    0.000    0.000    0.000 {built-in method win32api.RegOpenKey}
       34    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        8    0.000    0.000    0.000    0.000 nanops.py:75(__call__)
      387    0.000    0.000    0.000    0.000 enum.py:1291(value)
        6    0.000    0.000    0.000    0.000 husl.py:192(xyz_to_rgb)
        1    0.000    0.000    0.000    0.000 core.py:8748(_convert2ma)
        1    0.000    0.000    0.000    0.000 win.py:34(_settzkeyname)
      551    0.000    0.000    0.000    0.000 enum.py:251(__init__)
       41    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
        2    0.000    0.000    0.000    0.000 config.py:273(__call__)
       44    0.000    0.000    0.000    0.000 enum.py:985(_find_data_repr_)
       10    0.000    0.000    0.000    0.000 argparse.py:1883(_add_action)
        1    0.000    0.000    0.000    0.000 backend_bases.py:677(GraphicsContextBase)
       52    0.000    0.000    0.000    0.000 accessor.py:79(forbid_nonstring_types)
       81    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 stata.py:1120(StataReader)
        1    0.000    0.000    0.000    0.000 geo.py:255(AitoffAxes)
        3    0.000    0.000    0.000    0.000 core.py:4241(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        6    0.000    0.000    0.000    0.000 husl.py:260(husl_to_lch)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:1(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:1682(__init__)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 ExifTags.py:352(IFD)
      430    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       38    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        7    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:738(_make_union)
        2    0.000    0.000    0.000    0.000 random.py:126(__init__)
       68    0.000    0.000    0.000    0.000 inspect.py:2538(<lambda>)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
      163    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
       22    0.000    0.000    0.000    0.000 config.py:882(is_one_of_factory)
       11    0.000    0.000    0.000    0.000 {built-in method nt.get_terminal_size}
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       30    0.000    0.000    0.000    0.000 _compiler.py:412(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
       83    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 art3d.py:740(Path3DCollection)
      165    0.000    0.000    0.000    0.000 docscrape.py:89(eof)
        2    0.000    0.000    0.000    0.000 {built-in method nt._add_dll_directory}
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
       53    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 messagebox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:69(ColumnNullType)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 _odswriter.py:1(<module>)
      325    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       49    0.000    0.000    0.000    0.000 core.py:2472(_generateDefaultName)
       30    0.000    0.000    0.000    0.000 pathlib.py:583(name)
        1    0.000    0.000    0.000    0.000 pathlib.py:1059(_scandir)
       64    0.000    0.000    0.000    0.000 copy.py:231(_keep_alive)
        1    0.000    0.000    0.000    0.000 _decorators.py:1(<module>)
       39    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        5    0.000    0.000    0.000    0.000 weakref.py:417(__len__)
        2    0.000    0.000    0.000    0.000 core.py:3051(__array_finalize__)
        1    0.000    0.000    0.000    0.000 patches.py:1396(FancyArrow)
        1    0.000    0.000    0.000    0.000 session_manager.py:15(SessionType)
        1    0.000    0.000    0.000    0.000 ExifTags.py:344(Interop)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
       32    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       13    0.000    0.000    0.000    0.000 core.py:8778(_replace_return_type)
       25    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 relativedelta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageTk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:1667(__invert__)
        2    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
        1    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
        3    0.000    0.000    0.000    0.000 getlimits.py:313(_get_machar)
        2    0.000    0.000    0.000    0.000 config.py:145(_get_option)
       30    0.000    0.000    0.000    0.000 core.py:4465(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:825(_sanity_check)
        1    0.000    0.000    0.000    0.000 _twodim_base_impl.py:176(eye)
       25    0.000    0.000    0.000    0.000 helpers.py:250(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen os>:723(__delitem__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
       10    0.000    0.000    0.000    0.000 argparse.py:1704(_add_action)
        4    0.000    0.000    0.000    0.000 _version.py:1(<module>)
       39    0.000    0.000    0.000    0.000 typing.py:2344(get_origin)
        1    0.000    0.000    0.000    0.000 Image.py:158(Resampling)
       32    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
       22    0.000    0.000    0.000    0.000 _docstring.py:113(register)
        7    0.000    0.000    0.000    0.000 {built-in method winreg.EnumValue}
        2    0.000    0.000    0.000    0.000 __init__.py:189(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2754(_Mode)
        1    0.000    0.000    0.000    0.000 string_.py:374(BaseStringArray)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 session_manager.py:24(SessionState)
       69    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
       14    0.000    0.000    0.000    0.000 argparse.py:602(_format_args)
       50    0.000    0.000    0.000    0.000 _add_newdocs.py:6629(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 core.py:2415(NoMatch)
        2    0.000    0.000    0.000    0.000 {built-in method nt.access}
        7    0.000    0.000    0.000    0.000 core.py:3633(__init__)
        3    0.000    0.000    0.000    0.000 colors.py:2046(__init__)
        2    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 deprecation.py:240(__set_name__)
        1    0.000    0.000    0.000    0.000 _enums.py:109(CapStyle)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 art3d.py:957(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 patches.py:1018(StepPatch)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:1(<module>)
      105    0.000    0.000    0.000    0.000 _docstring.py:132(do_copy)
